LINE,EAST,NRTH,Bx,By,Bz,Bm
         05,-800.000000,-750.000000,0.694882,-0.205988,0.317641,-0.479828
         05,-800.000000,-800.000000,0.664592,-0.135454,0.302639,-0.401746
         05,-800.000000,-850.000000,0.630188,-0.076392,0.286100,-0.332630
         05,-800.000000,-900.000000,0.593512,-0.027590,0.268794,-0.272110
         05,-800.000000,-950.000000,0.555973,0.012208,0.251302,-0.219600
         05,-800.000000,-1000.000000,0.518614,0.044220,0.234052,-0.174397
         06,-750.000000,1000.000000,-0.637450,0.621219,-0.276620,0.837633
         06,-750.000000,950.000000,-0.717048,0.646176,-0.311595,0.893614
         06,-750.000000,900.000000,-0.805986,0.667260,-0.350732,0.949879
         06,-750.000000,850.000000,-0.904792,0.682681,-0.394279,1.004994
         06,-750.000000,800.000000,-1.013743,0.690226,-0.442380,1.057030
         06,-750.000000,750.000000,-1.132732,0.687226,-0.495008,1.103474
         06,-750.000000,700.000000,-1.261087,0.670547,-0.551892,1.141156
         06,-750.000000,650.000000,-1.397363,0.636638,-0.612414,1.166193
         06,-750.000000,600.000000,-1.539098,0.581650,-0.675502,1.174010
         06,-750.000000,550.000000,-1.682570,0.501667,-0.739512,1.159442
         06,-750.000000,500.000000,-1.822588,0.393069,-0.802126,1.116989
         06,-750.000000,450.000000,-1.952380,0.253045,-0.860289,1.041239
         06,-750.000000,400.000000,-2.063657,0.080253,-0.910227,0.927501
         06,-750.000000,350.000000,-2.146946,-0.124451,-0.947584,0.772620
         06,-750.000000,300.000000,-2.192259,-0.357297,-0.967721,0.575911
         06,-750.000000,250.000000,-2.190119,-0.611106,-0.966192,0.340055
         06,-750.000000,200.000000,-2.132880,-0.875190,-0.939364,0.071733
         06,-750.000000,150.000000,-2.016146,-1.135857,-0.885106,-0.218236
         06,-750.000000,100.000000,-1.839998,-1.377585,-0.803394,-0.515463
         06,-750.000000,50.000000,-1.609703,-1.584783,-0.696675,-0.803323
         06,-750.000000,-0.000000,-1.335616,-1.743845,-0.569832,-1.064885
         06,-750.000000,-50.000000,-1.032202,-1.845069,-0.429720,-1.285106
         06,-750.000000,-100.000000,-0.716305,-1.883978,-0.284314,-1.452785
         06,-750.000000,-150.000000,-0.405027,-1.861756,-0.141676,-1.561851
         06,-750.000000,-200.000000,-0.113685,-1.784701,-0.008960,-1.611732
         06,-750.000000,-250.000000,0.145751,-1.662920,0.108328,-1.606792
